pokemon_1,pokemon_2,type_eff_1_to_2,type_eff_2_to_1,stat_sum_1,stat_sum_2,score_1,score_2,winner
lucario,chesnaught,1.0,1.0,525,530,525.0,530.0,chesnaught
dusclops,scolipede,1.0,0.25,455,485,455.0,121.25,dusclops
gliscor,karrablast,1.0,0.5,510,315,510.0,157.5,gliscor
tyrogue,mightyena,4.0,0.5,210,420,840.0,210.0,tyrogue
starly,ambipom,1.0,1.0,245,482,245.0,482.0,ambipom
whirlipede,mandibuzz,1.0,2.0,360,510,360.0,1020.0,mandibuzz
surskit,salamence,0.25,2.0,269,600,67.25,1200.0,salamence
torterra,litleo,1.0,2.0,525,369,525.0,738.0,litleo
spinda,servine,1.0,1.0,360,413,360.0,413.0,servine
garbodor,accelgor,1.0,0.5,474,495,474.0,247.5,garbodor
magmar,phanpy,1.0,2.0,495,330,495.0,660.0,phanpy
weedle,grovyle,4.0,0.5,195,405,780.0,202.5,weedle
swadloon,reshiram,0.125,4.0,380,680,47.5,2720.0,reshiram
gallade,woobat,0.125,2.0,518,313,64.75,626.0,woobat
girafarig,rhyperior,0.5,1.0,455,535,227.5,535.0,rhyperior
ampharos,porygon2,1.0,1.0,510,515,510.0,515.0,porygon2
typhlosion,minccino,1.0,1.0,534,300,534.0,300.0,typhlosion
sandslash,numel,2.0,1.0,450,305,900.0,305.0,sandslash
klinklang,lampent,0.0,0.0,520,370,0.0,0.0,lampent
magikarp,cleffa,1.0,1.0,200,218,200.0,218.0,cleffa
golbat,bouffalant,1.0,1.0,455,490,455.0,490.0,bouffalant
cloyster,froakie,0.25,0.5,525,314,131.25,157.0,froakie
gardevoir,throh,4.0,0.25,518,465,2072.0,116.25,gardevoir
raticate,octillery,1.0,1.0,413,480,413.0,480.0,octillery
gardevoir,piplup,1.0,1.0,518,314,518.0,314.0,gardevoir
murkrow,barbaracle,0.5,2.0,405,500,202.5,1000.0,barbaracle
ludicolo,alomomola,1.0,0.25,480,470,480.0,117.5,ludicolo
absol,lumineon,1.0,1.0,465,460,465.0,460.0,absol
slakoth,zekrom,1.0,1.0,280,680,280.0,680.0,zekrom
stunfisk,scatterbug,0.5,1.0,471,200,235.5,200.0,stunfisk
granbull,deino,4.0,0.0,450,300,1800.0,0.0,granbull
sawk,pawniard,2.0,0.5,465,340,930.0,170.0,sawk
slakoth,volcarona,1.0,1.0,280,550,280.0,550.0,volcarona
ledian,clauncher,1.0,1.0,390,330,390.0,330.0,ledian
ledian,haxorus,1.0,1.0,390,540,390.0,540.0,haxorus
clefable,cobalion,0.5,2.0,483,580,241.5,1160.0,cobalion
froslass,pawniard,0.25,4.0,480,340,120.0,1360.0,pawniard
swampert,banette,1.0,1.0,535,455,535.0,455.0,swampert
bibarel,heliolisk,1.0,2.0,410,481,410.0,962.0,heliolisk
pineco,dustox,0.5,1.0,290,385,145.0,385.0,dustox
lumineon,tranquill,1.0,1.0,460,358,460.0,358.0,lumineon
swinub,shelmet,0.5,1.0,250,305,125.0,305.0,shelmet
nidorina,honchkrow,1.0,1.0,365,505,365.0,505.0,honchkrow
caterpie,glaceon,1.0,1.0,195,525,195.0,525.0,glaceon
rhydon,numel,2.0,1.0,485,305,970.0,305.0,rhydon
mankey,eevee,4.0,1.0,305,325,1220.0,325.0,mankey
girafarig,grotle,1.0,1.0,455,405,455.0,405.0,girafarig
rapidash,pansage,2.0,0.5,500,316,1000.0,158.0,rapidash
lucario,scatterbug,1.0,0.125,525,200,525.0,25.0,lucario
rhyhorn,bastiodon,2.0,1.0,345,495,690.0,495.0,rhyhorn
fearow,shelmet,2.0,0.5,442,305,884.0,152.5,fearow
porygon,whiscash,1.0,1.0,395,468,395.0,468.0,whiscash
dialga,snivy,1.0,0.125,680,308,680.0,38.5,dialga
beedrill,arceus,1.0,1.0,395,720,395.0,720.0,arceus
salamence,inkay,1.0,1.0,600,288,600.0,288.0,salamence
hydreigon,reshiram,2.0,1.0,600,680,1200.0,680.0,hydreigon
kangaskhan,beheeyem,1.0,1.0,490,485,490.0,485.0,kangaskhan
marshtomp,aromatisse,1.0,1.0,405,462,405.0,462.0,aromatisse
medicham,vibrava,1.0,1.0,410,340,410.0,340.0,medicham
mudkip,clawitzer,0.5,0.5,310,500,155.0,250.0,clawitzer
girafarig,durant,0.25,2.0,455,484,113.75,968.0,durant
weepinbell,baltoy,1.0,2.0,390,300,390.0,600.0,baltoy
venipede,archen,0.25,4.0,260,401,65.0,1604.0,archen
spearow,tangrowth,2.0,0.5,262,535,524.0,267.5,spearow
kadabra,moltres,1.0,1.0,400,580,400.0,580.0,moltres
fearow,inkay,1.0,1.0,442,288,442.0,288.0,fearow
rattata,raichu,1.0,1.0,253,485,253.0,485.0,raichu
aerodactyl,kirlia,1.0,1.0,515,278,515.0,278.0,aerodactyl
sharpedo,ducklett,0.5,0.5,460,305,230.0,152.5,sharpedo
alakazam,inkay,0.0,1.0,500,288,0.0,288.0,inkay
jigglypuff,mantine,1.0,1.0,270,465,270.0,465.0,mantine
ponyta,clauncher,0.5,2.0,410,330,205.0,660.0,clauncher
cleffa,duskull,0.0,0.0,218,295,0.0,0.0,duskull
lucario,yveltal,1.0,0.5,525,680,525.0,340.0,lucario
regice,chimchar,0.5,2.0,580,309,290.0,618.0,chimchar
remoraid,banette,0.0,0.0,300,455,0.0,0.0,banette
combee,throh,1.0,0.25,244,465,244.0,116.25,combee
lugia,kyurem,1.0,2.0,680,660,680.0,1320.0,kyurem
lickitung,reuniclus,1.0,1.0,385,490,385.0,490.0,reuniclus
scizor,aron,0.5,0.5,500,330,250.0,165.0,scizor
marill,croagunk,1.0,1.0,250,300,250.0,300.0,croagunk
wigglytuff,gigalith,0.5,1.0,435,515,217.5,515.0,gigalith
articuno,dragonite,4.0,1.0,580,600,2320.0,600.0,articuno
seadra,bisharp,0.5,0.5,440,490,220.0,245.0,bisharp
latias,escavalier,0.25,2.0,600,495,150.0,990.0,escavalier
bronzong,elgyem,0.5,0.125,500,335,250.0,41.875,bronzong
clefairy,houndour,1.0,0.5,323,330,323.0,165.0,clefairy
lickilicky,virizion,1.0,4.0,515,580,515.0,2320.0,virizion
kakuna,nidorina,0.25,0.5,205,365,51.25,182.5,nidorina
raticate,magcargo,0.25,1.0,413,410,103.25,410.0,magcargo
toxicroak,simisear,2.0,1.0,490,498,980.0,498.0,toxicroak
surskit,uxie,2.0,1.0,269,580,538.0,580.0,uxie
octillery,stunky,1.0,1.0,480,329,480.0,329.0,octillery
heatmor,fletchling,1.0,1.0,484,278,484.0,278.0,heatmor
ponyta,riolu,1.0,2.0,410,285,410.0,570.0,riolu
uxie,mienshao,2.0,1.0,580,510,1160.0,510.0,uxie
sandshrew,leavanny,0.25,2.0,300,500,75.0,1000.0,leavanny
magneton,solosis,1.0,0.25,465,290,465.0,72.5,magneton
politoed,meditite,1.0,2.0,500,280,500.0,560.0,meditite
carnivine,pidove,0.5,2.0,454,264,227.0,528.0,pidove
crawdaunt,phantump,1.0,1.0,468,309,468.0,309.0,crawdaunt
shuppet,yanmega,1.0,0.5,295,515,295.0,257.5,shuppet
kakuna,palpitoad,0.5,1.0,205,384,102.5,384.0,palpitoad
slowpoke,finneon,0.5,0.5,315,330,157.5,165.0,finneon
porygon,panpour,1.0,1.0,395,316,395.0,316.0,porygon
spinda,mothim,1.0,1.0,360,424,360.0,424.0,mothim
bulbasaur,chandelure,0.25,2.0,318,520,79.5,1040.0,chandelure
ditto,budew,1.0,1.0,288,280,288.0,280.0,ditto
gloom,abomasnow,1.0,1.0,395,494,395.0,494.0,abomasnow
sharpedo,lumineon,0.5,0.5,460,460,230.0,230.0,lumineon
bulbasaur,maractus,1.0,0.5,318,461,318.0,230.5,bulbasaur
yanma,emolga,0.25,4.0,390,428,97.5,1712.0,emolga
mewtwo,galvantula,1.0,2.0,680,472,680.0,944.0,galvantula
dodrio,bronzor,0.25,1.0,460,300,115.0,300.0,bronzor
shiftry,samurott,2.0,0.5,480,528,960.0,264.0,shiftry
abra,articuno,1.0,1.0,310,580,310.0,580.0,articuno
clefairy,goldeen,1.0,1.0,323,320,323.0,320.0,clefairy
wigglytuff,mismagius,0.0,0.0,435,495,0.0,0.0,mismagius
steelix,scrafty,1.0,2.0,510,488,510.0,976.0,scrafty
goldeen,mothim,1.0,1.0,320,424,320.0,424.0,mothim
rattata,meganium,1.0,1.0,253,525,253.0,525.0,meganium
duskull,drifblim,0.0,0.0,295,498,0.0,0.0,drifblim
vileplume,diggersby,1.0,1.0,490,423,490.0,423.0,vileplume
buizel,dialga,0.25,0.5,330,680,82.5,340.0,dialga
ninetales,luvdisc,0.5,2.0,505,330,252.5,660.0,luvdisc
poochyena,frogadier,1.0,1.0,220,405,220.0,405.0,frogadier
ponyta,jynx,2.0,0.5,410,455,820.0,227.5,ponyta
granbull,raikou,1.0,1.0,450,580,450.0,580.0,raikou
snubbull,garbodor,0.5,2.0,300,474,150.0,948.0,garbodor
lombre,makuhita,1.0,1.0,340,237,340.0,237.0,lombre
xatu,shuckle,1.0,2.0,470,505,470.0,1010.0,shuckle
dodrio,exeggutor,2.0,0.5,460,520,920.0,260.0,dodrio
salamence,phione,1.0,0.5,600,480,600.0,240.0,salamence
xatu,venipede,4.0,1.0,470,260,1880.0,260.0,xatu
noctowl,yveltal,1.0,1.0,442,680,442.0,680.0,yveltal
raichu,eelektrik,0.5,0.5,485,405,242.5,202.5,raichu
vigoroth,lickilicky,1.0,1.0,440,515,440.0,515.0,lickilicky
arceus,krokorok,1.0,1.0,720,351,720.0,351.0,arceus
lumineon,bisharp,0.5,0.5,460,490,230.0,245.0,bisharp
swoobat,trubbish,2.0,1.0,425,329,850.0,329.0,swoobat
togepi,clawitzer,1.0,1.0,245,500,245.0,500.0,clawitzer
bellsprout,zorua,1.0,1.0,300,330,300.0,330.0,zorua
girafarig,barboach,1.0,1.0,455,288,455.0,288.0,girafarig
typhlosion,bronzong,1.0,0.5,534,500,534.0,250.0,typhlosion
gabite,espurr,1.0,1.0,410,355,410.0,355.0,gabite
kabuto,bonsly,2.0,0.5,355,290,710.0,145.0,kabuto
azumarill,corsola,1.0,0.5,420,380,420.0,190.0,azumarill
yanma,grumpig,2.0,1.0,390,470,780.0,470.0,yanma
wurmple,electivire,1.0,1.0,195,540,195.0,540.0,electivire
venomoth,growlithe,0.5,2.0,450,350,225.0,700.0,growlithe
zapdos,shedinja,2.0,0.5,580,236,1160.0,118.0,zapdos
hitmontop,swablu,1.0,2.0,455,310,455.0,620.0,swablu
umbreon,skarmory,0.5,1.0,525,465,262.5,465.0,skarmory
nidoqueen,pignite,2.0,0.5,505,418,1010.0,209.0,nidoqueen
unown,shellos,1.0,1.0,336,325,336.0,325.0,unown
torkoal,goodra,0.5,1.0,470,600,235.0,600.0,goodra
swablu,klink,0.25,1.0,310,300,77.5,300.0,klink
serperior,swirlix,1.0,1.0,528,341,528.0,341.0,serperior
grimer,vanillite,1.0,1.0,325,305,325.0,305.0,grimer
togepi,pupitar,0.5,1.0,245,410,122.5,410.0,pupitar
lanturn,lickilicky,1.0,1.0,460,515,460.0,515.0,lickilicky
exeggutor,doublade,0.25,2.0,520,448,130.0,896.0,doublade
clefairy,corphish,1.0,1.0,323,308,323.0,308.0,clefairy
spearow,kricketot,2.0,0.5,262,194,524.0,97.0,spearow
ampharos,seismitoad,0.0,2.0,510,509,0.0,1018.0,seismitoad
gastly,hitmonchan,0.0,0.0,310,455,0.0,0.0,hitmonchan
electabuzz,roggenrola,0.5,1.0,490,280,245.0,280.0,roggenrola
meganium,jellicent,0.0,0.0,525,480,0.0,0.0,jellicent
mawile,wailord,0.5,0.5,380,500,190.0,250.0,wailord
rhydon,banette,1.0,0.5,485,455,485.0,227.5,rhydon
pelipper,diancie,1.0,2.0,430,600,430.0,1200.0,diancie
claydol,blitzle,2.0,0.0,500,295,1000.0,0.0,claydol
rhyhorn,hippowdon,0.5,1.0,345,525,172.5,525.0,hippowdon
drifloon,carnivine,0.0,0.0,348,454,0.0,0.0,carnivine
stantler,mandibuzz,1.0,1.0,465,510,465.0,510.0,mandibuzz
ninetales,gurdurr,1.0,2.0,505,405,505.0,810.0,gurdurr
poliwrath,krabby,1.0,0.5,510,325,510.0,162.5,poliwrath
granbull,noivern,2.0,0.0,450,535,900.0,0.0,granbull
trapinch,reshiram,2.0,1.0,290,680,580.0,680.0,reshiram
squirtle,zebstrika,1.0,2.0,314,497,314.0,994.0,zebstrika
charizard,castform,1.0,1.0,534,420,534.0,420.0,charizard
chimecho,cranidos,0.5,1.0,425,350,212.5,350.0,cranidos
staravia,chesnaught,4.0,0.5,340,530,1360.0,265.0,staravia
machop,pyroar,2.0,1.0,305,507,610.0,507.0,machop
caterpie,bisharp,0.5,1.0,195,490,97.5,490.0,bisharp
cyndaquil,doublade,0.0,0.0,309,448,0.0,0.0,doublade
magcargo,kecleon,1.0,0.25,410,440,410.0,110.0,magcargo
yanma,crawdaunt,2.0,1.0,390,468,780.0,468.0,yanma
relicanth,rayquaza,1.0,0.5,485,680,485.0,340.0,relicanth
gastrodon,galvantula,1.0,0.0,475,472,475.0,0.0,gastrodon
bagon,lampent,0.0,0.0,300,370,0.0,0.0,lampent
togepi,tangrowth,1.0,1.0,245,535,245.0,535.0,tangrowth
blaziken,darkrai,4.0,0.5,530,600,2120.0,300.0,blaziken
illumise,darkrai,2.0,1.0,400,600,800.0,600.0,illumise
sharpedo,sewaddle,0.5,4.0,460,310,230.0,1240.0,sewaddle
horsea,kyurem,0.5,0.5,295,660,147.5,330.0,kyurem
entei,patrat,1.0,1.0,580,255,580.0,255.0,entei
mew,wingull,1.0,1.0,600,270,600.0,270.0,mew
nidoking,murkrow,0.0,1.0,505,405,0.0,405.0,murkrow
umbreon,barboach,1.0,1.0,525,288,525.0,288.0,umbreon
weavile,avalugg,1.0,1.0,510,514,510.0,514.0,avalugg
rayquaza,mantyke,1.0,0.5,680,345,680.0,172.5,rayquaza
litwick,delphox,1.0,0.5,275,534,275.0,267.0,litwick
weezing,meditite,1.0,2.0,490,280,490.0,560.0,meditite
galvantula,fennekin,0.5,2.0,472,307,236.0,614.0,fennekin
smeargle,skorupi,1.0,1.0,250,330,250.0,330.0,skorupi
bonsly,deerling,1.0,1.0,290,335,290.0,335.0,deerling
zangoose,rufflet,1.0,1.0,458,350,458.0,350.0,zangoose
caterpie,wailord,1.0,1.0,195,500,195.0,500.0,wailord
lickitung,rufflet,1.0,1.0,385,350,385.0,350.0,lickitung
meditite,cradily,2.0,0.5,280,495,560.0,247.5,meditite
lilligant,goomy,0.5,1.0,480,300,240.0,300.0,goomy
mareep,lucario,0.5,1.0,280,525,140.0,525.0,lucario
dewott,litwick,0.0,0.0,413,275,0.0,0.0,litwick
gengar,happiny,0.0,0.0,500,220,0.0,0.0,happiny
staravia,skrelp,1.0,1.0,340,320,340.0,320.0,staravia
tangela,druddigon,0.5,1.0,435,485,217.5,485.0,druddigon
meowth,exeggcute,1.0,1.0,290,325,290.0,325.0,exeggcute
tentacruel,tangela,1.0,2.0,515,435,515.0,870.0,tangela
sableye,chespin,0.0,0.0,380,313,0.0,0.0,chespin
magby,skiddo,2.0,0.5,365,350,730.0,175.0,magby
luxray,reshiram,0.5,1.0,523,680,261.5,680.0,reshiram
ambipom,chatot,1.0,1.0,482,411,482.0,411.0,ambipom
shuckle,medicham,0.5,1.0,505,410,252.5,410.0,medicham
archen,floette,1.0,0.5,401,371,401.0,185.5,archen
beedrill,tyrantrum,0.5,2.0,395,521,197.5,1042.0,tyrantrum
bronzong,riolu,2.0,0.5,500,285,1000.0,142.5,bronzong
armaldo,regice,2.0,0.5,495,580,990.0,290.0,armaldo
togepi,deino,4.0,0.0,245,300,980.0,0.0,togepi
gible,pignite,2.0,0.5,300,418,600.0,209.0,gible
machop,seadra,2.0,1.0,305,440,610.0,440.0,machop
ditto,elgyem,1.0,1.0,288,335,288.0,335.0,elgyem
garchomp,slurpuff,0.0,2.0,600,480,0.0,960.0,slurpuff
snorlax,lucario,0.25,4.0,540,525,135.0,2100.0,lucario
umbreon,duskull,0.0,0.0,525,295,0.0,0.0,duskull
shellder,krabby,0.5,0.5,305,325,152.5,162.5,krabby
xatu,pyroar,1.0,1.0,470,507,470.0,507.0,pyroar
hitmontop,zangoose,4.0,1.0,455,458,1820.0,458.0,hitmontop
clefable,shellos,1.0,1.0,483,325,483.0,325.0,clefable
slowpoke,delibird,1.0,0.5,315,330,315.0,165.0,slowpoke
furret,remoraid,1.0,1.0,415,300,415.0,300.0,furret
ambipom,audino,1.0,1.0,482,445,482.0,445.0,ambipom
hippowdon,jellicent,0.0,0.0,525,480,0.0,0.0,jellicent
igglybuff,reuniclus,1.0,1.0,210,490,210.0,490.0,reuniclus
shellder,excadrill,1.0,0.5,305,508,305.0,254.0,shellder
xatu,malamar,0.0,1.0,470,482,0.0,482.0,malamar
zigzagoon,froakie,1.0,1.0,240,314,240.0,314.0,froakie
jigglypuff,gligar,1.0,1.0,270,430,270.0,430.0,gligar
granbull,bronzong,0.25,2.0,450,500,112.5,1000.0,bronzong
nincada,buneary,1.0,1.0,266,350,266.0,350.0,buneary
omastar,magby,4.0,0.125,495,365,1980.0,45.625,omastar
staraptor,clawitzer,1.0,1.0,485,500,485.0,500.0,clawitzer
exploud,illumise,1.0,1.0,490,400,490.0,400.0,exploud
volbeat,lileep,1.0,1.0,400,355,400.0,355.0,volbeat
masquerain,tangrowth,4.0,0.25,414,535,1656.0,133.75,masquerain
weezing,nincada,0.5,1.0,490,266,245.0,266.0,nincada
pidgey,zekrom,0.5,2.0,251,680,125.5,1360.0,zekrom
happiny,pansear,1.0,1.0,220,316,220.0,316.0,pansear
dratini,munchlax,1.0,1.0,300,390,300.0,390.0,munchlax
cyndaquil,ludicolo,1.0,1.0,309,480,309.0,480.0,ludicolo
bayleef,durant,0.125,2.0,405,484,50.625,968.0,durant
gyarados,tranquill,1.0,1.0,540,358,540.0,358.0,gyarados
exeggutor,golurk,2.0,1.0,520,483,1040.0,483.0,exeggutor
ralts,hariyama,4.0,0.25,198,474,792.0,118.5,ralts
cacnea,braixen,0.5,2.0,335,409,167.5,818.0,braixen
jolteon,porygon,1.0,1.0,525,395,525.0,395.0,jolteon
poliwhirl,larvesta,2.0,0.5,385,360,770.0,180.0,poliwhirl
poochyena,medicham,1.0,0.0,220,410,220.0,0.0,poochyena
shinx,regigigas,1.0,1.0,263,670,263.0,670.0,regigigas
sableye,bagon,0.0,0.0,380,300,0.0,0.0,bagon
raticate,chandelure,0.0,0.0,413,520,0.0,0.0,chandelure
latias,purrloin,0.0,2.0,600,281,0.0,562.0,purrloin
tangela,altaria,0.25,2.0,435,490,108.75,980.0,altaria
wurmple,cryogonal,1.0,1.0,195,485,195.0,485.0,cryogonal
pignite,foongus,1.0,0.5,418,294,418.0,147.0,pignite
charmeleon,dusclops,0.0,0.0,405,455,0.0,0.0,dusclops
bayleef,tyrantrum,0.5,1.0,405,521,202.5,521.0,tyrantrum
spinarak,azumarill,1.0,0.5,250,420,250.0,210.0,spinarak
anorith,spiritomb,1.0,1.0,355,485,355.0,485.0,spiritomb
bibarel,goodra,0.5,1.0,410,600,205.0,600.0,goodra
nidoqueen,sawsbuck,1.0,2.0,505,475,505.0,950.0,sawsbuck
cleffa,grovyle,1.0,1.0,218,405,218.0,405.0,grovyle
jigglypuff,finneon,1.0,1.0,270,330,270.0,330.0,finneon
torterra,carnivine,0.25,1.0,525,454,131.25,454.0,carnivine
klink,sylveon,2.0,0.25,300,525,600.0,131.25,klink
pidgeot,tangela,2.0,0.5,479,435,958.0,217.5,pidgeot
metapod,nincada,1.0,0.5,205,266,205.0,133.0,metapod
combee,chespin,4.0,0.25,244,313,976.0,78.25,combee
nuzleaf,fraxure,0.5,1.0,340,410,170.0,410.0,fraxure
bastiodon,gible,0.5,2.0,495,300,247.5,600.0,gible
cinccino,bunnelby,1.0,1.0,470,237,470.0,237.0,cinccino
pineco,shellos,1.0,1.0,290,325,290.0,325.0,shellos
volbeat,togekiss,0.25,2.0,400,545,100.0,1090.0,togekiss
azumarill,fraxure,1.0,0.0,420,410,420.0,0.0,azumarill
simisage,yveltal,0.5,2.0,498,680,249.0,1360.0,yveltal
jolteon,clauncher,2.0,1.0,525,330,1050.0,330.0,jolteon
misdreavus,snivy,0.0,0.0,435,308,0.0,0.0,snivy
sandslash,vibrava,1.0,1.0,450,340,450.0,340.0,sandslash
lopunny,toxicroak,1.0,4.0,480,490,480.0,1960.0,toxicroak
ambipom,froslass,0.0,0.0,482,480,0.0,0.0,froslass
machoke,toxicroak,0.5,2.0,405,490,202.5,980.0,toxicroak
budew,simisear,0.5,2.0,280,498,140.0,996.0,simisear
dusclops,luxray,0.0,0.0,455,523,0.0,0.0,luxray
houndour,frillish,1.0,1.0,330,335,330.0,335.0,frillish
slowbro,lopunny,1.0,1.0,490,480,490.0,480.0,slowbro
darumaka,gothita,1.0,1.0,315,290,315.0,290.0,darumaka
dwebble,diancie,0.5,2.0,325,600,162.5,1200.0,diancie
kricketot,toxicroak,0.25,1.0,194,490,48.5,490.0,toxicroak
bronzor,stunfisk,0.5,2.0,300,471,150.0,942.0,stunfisk
tentacool,remoraid,0.5,0.5,335,300,167.5,150.0,tentacool
volbeat,solrock,1.0,2.0,400,440,400.0,880.0,solrock
meganium,sewaddle,0.25,1.0,525,310,131.25,310.0,sewaddle
manectric,sylveon,1.0,1.0,475,525,475.0,525.0,sylveon
corphish,venipede,1.0,1.0,308,260,308.0,260.0,corphish
hitmonlee,kyurem,2.0,1.0,455,660,910.0,660.0,hitmonlee
phanpy,gible,1.0,1.0,330,300,330.0,300.0,phanpy
piloswine,combee,0.0,1.0,450,244,0.0,244.0,combee
smoochum,carvanha,0.0,2.0,305,305,0.0,610.0,carvanha
houndour,ludicolo,1.0,1.0,330,480,330.0,480.0,ludicolo
slakoth,exploud,1.0,1.0,280,490,280.0,490.0,exploud
pichu,tyrogue,1.0,2.0,205,210,205.0,420.0,tyrogue
deerling,malamar,1.0,1.0,335,482,335.0,482.0,malamar
staryu,cofagrigus,0.0,0.0,340,483,0.0,0.0,cofagrigus
igglybuff,azumarill,1.0,1.0,210,420,210.0,420.0,azumarill
blastoise,machamp,1.0,2.0,530,505,530.0,1010.0,machamp
electabuzz,hoothoot,2.0,0.5,490,262,980.0,131.0,electabuzz
slowpoke,dusknoir,1.0,2.0,315,525,315.0,1050.0,dusknoir
linoone,volcarona,1.0,1.0,420,550,420.0,550.0,volcarona
luvdisc,finneon,0.5,0.5,330,330,165.0,165.0,finneon
mothim,cherubi,4.0,0.25,424,275,1696.0,68.75,mothim
salamence,floatzel,1.0,0.5,600,495,600.0,247.5,salamence
scizor,pelipper,0.25,1.0,500,430,125.0,430.0,pelipper
koffing,tympole,1.0,1.0,340,294,340.0,294.0,koffing
kricketot,tympole,1.0,1.0,194,294,194.0,294.0,tympole
hitmontop,durant,0.5,0.5,455,484,227.5,242.0,durant
scraggy,eelektrik,2.0,1.0,348,405,696.0,405.0,scraggy
quilladin,helioptile,1.0,0.5,405,289,405.0,144.5,quilladin
corphish,shelmet,1.0,1.0,308,305,308.0,305.0,corphish
jigglypuff,simipour,1.0,1.0,270,498,270.0,498.0,simipour
donphan,pachirisu,2.0,0.0,500,405,1000.0,0.0,donphan
florges,carbink,0.5,1.0,552,500,276.0,500.0,carbink
walrein,genesect,0.5,1.0,530,600,265.0,600.0,genesect
totodile,foongus,0.5,2.0,314,294,157.0,588.0,foongus
drilbur,clauncher,1.0,2.0,328,330,328.0,660.0,clauncher
wailmer,castform,1.0,1.0,400,420,400.0,420.0,castform
swellow,vanilluxe,1.0,2.0,430,535,430.0,1070.0,vanilluxe
lanturn,makuhita,1.0,1.0,460,237,460.0,237.0,lanturn
aron,dusclops,1.0,0.25,330,455,330.0,113.75,aron
fearow,whismur,1.0,1.0,442,240,442.0,240.0,fearow
pidgeotto,houndoom,1.0,1.0,349,500,349.0,500.0,houndoom
shiftry,pignite,0.25,4.0,480,418,120.0,1672.0,pignite
fearow,beartic,1.0,2.0,442,485,442.0,970.0,beartic
mothim,goomy,1.0,1.0,424,300,424.0,300.0,mothim
charizard,beheeyem,1.0,1.0,534,485,534.0,485.0,charizard
dunsparce,simisage,1.0,1.0,415,498,415.0,498.0,simisage
golem,frogadier,1.0,2.0,495,405,495.0,810.0,frogadier
clefairy,servine,1.0,1.0,323,413,323.0,413.0,servine
moltres,luxio,0.5,2.0,580,363,290.0,726.0,luxio
zangoose,servine,1.0,1.0,458,413,458.0,413.0,zangoose
rhyhorn,trevenant,0.5,4.0,345,474,172.5,1896.0,trevenant
bulbasaur,squirtle,2.0,0.5,318,314,636.0,157.0,bulbasaur
throh,diancie,0.5,1.0,465,600,232.5,600.0,diancie
meditite,panpour,2.0,1.0,280,316,560.0,316.0,meditite
poliwrath,feebas,1.0,0.5,510,200,510.0,100.0,poliwrath
gengar,mawile,0.0,0.5,500,380,0.0,190.0,mawile
heracross,masquerain,0.125,2.0,500,414,62.5,828.0,masquerain
suicune,chesnaught,0.5,4.0,580,530,290.0,2120.0,chesnaught
machop,herdier,4.0,1.0,305,370,1220.0,370.0,machop
slowpoke,whiscash,1.0,0.5,315,468,315.0,234.0,slowpoke
dugtrio,rotom,0.0,0.0,405,440,0.0,0.0,rotom
seel,noivern,0.5,1.0,325,535,162.5,535.0,noivern
kingler,skuntank,1.0,1.0,475,479,475.0,479.0,skuntank
gallade,joltik,0.5,1.0,518,319,259.0,319.0,joltik
bidoof,gothita,1.0,1.0,250,290,250.0,290.0,gothita
remoraid,uxie,1.0,1.0,300,580,300.0,580.0,uxie
registeel,heatmor,0.5,1.0,580,484,290.0,484.0,heatmor
ledyba,aipom,1.0,1.0,265,360,265.0,360.0,aipom
delcatty,sliggoo,1.0,1.0,380,452,380.0,452.0,sliggoo
ledyba,heliolisk,0.5,2.0,265,481,132.5,962.0,heliolisk
smeargle,volcarona,1.0,1.0,250,550,250.0,550.0,volcarona
nuzleaf,heliolisk,1.0,0.5,340,481,340.0,240.5,nuzleaf
monferno,whimsicott,1.0,0.5,405,480,405.0,240.0,monferno
exeggutor,ditto,1.0,1.0,520,288,520.0,288.0,exeggutor
honchkrow,lickilicky,1.0,1.0,505,515,505.0,515.0,lickilicky
minun,tropius,1.0,0.5,405,460,405.0,230.0,minun
remoraid,nuzleaf,0.5,2.0,300,340,150.0,680.0,nuzleaf
pikachu,diancie,0.5,1.0,320,600,160.0,600.0,diancie
heatran,fraxure,0.5,0.25,600,410,300.0,102.5,heatran
bidoof,braixen,1.0,1.0,250,409,250.0,409.0,braixen
timburr,skiddo,2.0,1.0,305,350,610.0,350.0,timburr
jirachi,foongus,2.0,0.0,600,294,1200.0,0.0,jirachi
vileplume,toxicroak,0.5,0.5,490,490,245.0,245.0,toxicroak
mawile,phione,0.5,0.5,380,480,190.0,240.0,phione
magnemite,cherrim,0.5,0.25,325,450,162.5,112.5,magnemite
budew,lilligant,1.0,0.5,280,480,280.0,240.0,budew
chimecho,genesect,0.25,2.0,425,600,106.25,1200.0,genesect
kabutops,hydreigon,0.5,1.0,495,600,247.5,600.0,hydreigon
mightyena,noibat,1.0,1.0,420,245,420.0,245.0,mightyena
oddish,sylveon,2.0,0.5,320,525,640.0,262.5,oddish
spinda,tranquill,1.0,1.0,360,358,360.0,358.0,spinda
quilava,cottonee,2.0,0.25,405,280,810.0,70.0,quilava
poliwrath,solosis,1.0,2.0,510,290,510.0,580.0,solosis
oddish,aggron,0.0,1.0,320,530,0.0,530.0,aggron
kabuto,snivy,0.5,2.0,355,308,177.5,616.0,snivy
horsea,skiddo,0.5,2.0,295,350,147.5,700.0,skiddo
nosepass,hydreigon,1.0,1.0,375,600,375.0,600.0,hydreigon
